"ogc_fid","identifier","far_idx","cov_idx","align_idx","wall_idx","comp_idx","net_idx","age_idx","count11","k8cls","k8cls_sm3","k8cls_sm6","k8cls_sm9","wkb_geometry"
11,"8a390cb0c5b7fff",0.0777362628400164,0.015375235381404,0.00923161906622121,0.0448515316444677,1.14409795160194,0.0279610025083822,50.0,3.0,0,7,7,7,"MULTIPOLYGON (((440231.2004755652 4483015.562125196, 440220.5771765216 4482937.608309468, 440150.6068216319 4482909.638998191, 440091.09216661047 4482959.736323291, 440101.7159044979 4483037.578971016, 440171.77000652056 4483065.547141091, 440231.2004755652 4483015.562125196)))"
12,"8a390cb0179ffff",0.252770693291704,0.104511414001296,0.0003491747907068,0.0545366542141528,0.779456676140031,0.00941386866064115,23.0,4.0,1,1,1,1,"MULTIPOLYGON (((438938.8268628106 4482278.918650085, 438928.1892205535 4482200.966600746, 438858.2069838925 4482173.009286194, 438798.6938835418 4482223.005869715, 438809.33285400184 4482300.957752233, 438879.3988465877 4482328.913910966, 438938.8268628106 4482278.918650085)))"
13,"8a390cb02577fff",0.125805345513227,0.0748598751509292,0.00923161906622121,0.0448515316444677,0.845997191113968,0.00779255314250105,16.0,5.0,1,1,1,1,"MULTIPOLYGON (((435141.18385606766 4480174.295455237, 435130.58894262655 4480096.347847036, 435060.48757410015 4480068.426502954, 435001.0668854475 4480118.452495383, 435011.663127022 4480196.399938515, 435081.67872999597 4480224.321554177, 435141.18385606766 4480174.295455237)))"
14,"8a390cb02c9ffff",0.112006940945641,0.0641345033191948,0.00923161906622121,0.0448515316444677,1.41535427769684,0.0151702425886313,40.0,4.0,4,1,1,1,"MULTIPOLYGON (((434752.5380906231 4480240.505397986, 434741.9391917259 4480162.558285095, 434671.92071559496 4480134.528827955, 434612.4183248814 4480184.558688631, 434623.0185520832 4480262.505636467, 434693.12080971955 4480290.533889653, 434752.5380906231 4480240.505397986)))"
15,"8a390cb02db7fff",0.196037075498516,0.125412678438675,0.0004647358276794,0.0448515316444677,1.03932812186314,0.00801362012196636,18.0,6.0,1,1,1,1,"MULTIPOLYGON (((434346.8954469902 4480668.442634884, 434336.2927852893 4480590.496001561, 434266.19287330186 4480562.582096741, 434206.78138396476 4480612.61454454, 434217.385373965 4480690.561012835, 434287.39952588326 4480718.475198248, 434346.8954469902 4480668.442634884)))"
16,"8a390cb0360ffff",0.410546077572661,0.123614736596504,0.00923161906622121,0.0116197399259357,0.802256363840584,0.0240718567986431,25.0,3.0,1,1,1,2,"MULTIPOLYGON (((438572.0003415692 4480068.749811395, 438561.4411381195 4479990.797777679, 438491.43701858644 4479962.84374362, 438431.9930943658 4480012.842206381, 438442.5536248461 4480090.79407492, 438512.5567525122 4480118.747645873, 438572.0003415692 4480068.749811395)))"
17,"8a390cb037affff",0.101419935716135,0.0602484312225824,0.00923161906622121,0.0448515316444677,0.937506076204329,0.00898781469239052,65.0,3.0,4,4,4,4,"MULTIPOLYGON (((438183.5775798092 4480134.890047488, 438172.9296202626 4480056.939209805, 438102.92459030374 4480028.988797684, 438043.48373852595 4480078.990386667, 438054.04825194256 4480156.94175949, 438124.13706270396 4480184.891007505, 438183.5775798092 4480134.890047488)))"
18,"8a390cb03acffff",1.32089163296615,0.162114593291288,0.00294529045727134,0.0602419495955659,1.42499757607679,0.0433239938370518,53.0,5.0,0,2,2,2,"MULTIPOLYGON (((439021.72488980193 4481427.474412436, 439011.1728126417 4481349.632654287, 438941.0982648249 4481321.675206784, 438881.6624514505 4481371.670290218, 438892.3015199455 4481449.622191461, 438962.28941013844 4481477.468866844, 439021.72488980193 4481427.474412436)))"
19,"8a390cb080cffff",0.961181113904563,0.113766004122338,0.00302098730212406,0.0000355010013027,2.32801690061509,0.0213993496206862,22.0,5.0,7,7,7,7,"MULTIPOLYGON (((443210.7405338261 4481551.128853405, 443200.14669443085 4481473.171297047, 443130.0905349015 4481445.285789821, 443070.71312331926 4481495.246655819, 443081.3082894802 4481573.204045219, 443151.2786975337 4481601.089734754, 443210.7405338261 4481551.128853405)))"
20,"8a390cb09817fff",0.664504183275432,0.127448745707206,0.00923161906622121,0.0448515316444677,2.25877987778003,0.0261562641286859,15.0,4.0,7,7,7,7,"MULTIPOLYGON (((444807.76852225635 4483072.622226699, 444797.19312049524 4482994.662417628, 444727.1572884982 4482966.762092496, 444667.7817731458 4483016.7104109675, 444678.35850195645 4483094.670052951, 444748.3085994473 4483122.57054253, 444807.76852225635 4483072.622226699)))"
21,"8a390cb09d0ffff",0.642726949850449,0.104396672471377,0.00923161906622121,0.0448515316444677,1.87193820124645,0.0345367739925904,14.0,4.0,7,7,7,7,"MULTIPOLYGON (((444226.648012027 4482693.405513201, 444216.06610022933 4482615.446505511, 444146.0244880049 4482587.551582367, 444086.64969816507 4482637.504494969, 444097.2329369518 4482715.463335615, 444167.18881043914 4482743.358429723, 444226.648012027 4482693.405513201)))"
22,"8a390cb0a51ffff",3.40147168663083,0.313803386920589,0.0246608044754,0.0362492474034574,2.13785495320816,0.0037209259668353,43.0,5.0,7,7,7,7,"MULTIPOLYGON (((441324.9762175498 4478882.413596469, 441314.44442034967 4478804.45812434, 441244.44010438875 4478776.478386174, 441184.96944964235 4478826.565583397, 441195.58648811147 4478904.40922383, 441265.58981180313 4478932.388499857, 441324.9762175498 4478882.413596469)))"
